MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,HeatingQC,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,MoSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBaths,Remodeled,Age when Sold
80,RL,85.0,13825,Reg,Lvl,Inside,Sawyer,Norm,1Fam,SLvl,5,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,6,0,BuiltIn,1958.0,RFn,1,TA,280,34,12,WD,Normal,140000,3735,1.5,Yes,21
20,RL,70.0,7560,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,6,0,Attchd,1959.0,RFn,1,TA,140,0,7,WD,Normal,133700,3120,1.0,No,47
30,RM,59.0,8263,Reg,Bnk,Inside,IDOTRR,Norm,1Fam,1Story,6,Gable,BrkFace,BrkFace,None,0.0,TA,TA,BrkTil,TA,TA,6,1,Detchd,1920.0,Unf,1,TA,0,22,5,WD,Normal,118400,3036,1.0,Yes,57
20,RL,84.0,10084,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Ex,Gd,7,0,Attchd,2005.0,RFn,3,TA,144,20,7,New,Partial,212900,4656,2.0,Yes,0
20,RL,69.0,8926,IR1,Lvl,Corner,Edwards,Norm,1Fam,1Story,4,Gable,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,Ex,TA,5,0,Basment,1956.0,Unf,1,TA,64,0,10,COD,Abnorml,112000,2592,1.0,No,53
20,RL,50.0,9405,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Hip,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,Ex,TA,4,0,NA,1980.0,NA,0,NA,0,200,6,WD,Normal,118000,2094,1.5,Yes,1
80,RL,69.0,9125,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,Gable,HdBoard,HdBoard,BrkFace,170.0,TA,TA,PConc,Gd,Gd,7,1,Attchd,1992.0,Fin,2,TA,100,25,7,WD,Normal,163900,3348,2.5,No,15
20,RL,60.0,10434,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Fa,5,1,Detchd,1977.0,Unf,2,Fa,0,0,11,WD,Normal,115000,3015,1.0,No,54
120,RL,53.0,3684,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Hip,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,2007.0,Fin,3,TA,143,20,6,WD,Normal,174000,4483,2.0,No,2
20,RL,182.0,14572,IR3,Lvl,Corner,Gilbert,Norm,1Fam,1Story,7,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,2004.0,Fin,3,TA,144,36,11,WD,Family,259000,4590,3.0,No,3
60,RL,59.0,11796,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,8,1,BuiltIn,2004.0,Fin,2,TA,100,48,7,WD,Normal,215000,4765,2.5,Yes,2
90,RM,60.0,7200,Reg,Lvl,Inside,OldTown,Norm,Duplex,SFoyer,5,Gable,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,4,0,Detchd,1980.0,Unf,2,TA,49,0,8,WD,Normal,140000,2808,2.0,No,27
50,RL,65.0,7804,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,4,Gable,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,Gd,7,2,Detchd,1981.0,Unf,2,TA,431,44,12,WD,Normal,135000,5084,3.0,Yes,59
20,RL,63.0,10712,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,TA,5,0,NA,1980.0,NA,0,NA,0,28,9,Oth,Abnorml,93500,2922,1.0,Yes,15
70,RM,90.0,9900,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,8,0,Detchd,1930.0,Unf,1,Fa,0,48,5,WD,Normal,117500,5428,2.0,Yes,57
60,RL,80.0,9828,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,8,1,Attchd,1995.0,RFn,2,TA,0,155,6,WD,Normal,239500,5168,2.5,No,14
60,RL,57.0,8773,IR1,HLS,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,7,1,Attchd,1997.0,Fin,2,TA,100,38,8,WD,Normal,169000,4116,2.5,No,10
30,RM,60.0,6180,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,5,1,Detchd,1926.0,Unf,1,TA,0,128,5,WD,Normal,102000,2932,1.0,Yes,57
50,RL,80.0,9600,Reg,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,6,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,6,0,Attchd,1950.0,Unf,1,TA,0,0,4,WD,Abnorml,119000,3536,1.0,No,58
50,RL,54.0,6342,Reg,Lvl,Inside,Sawyer,Feedr,1Fam,1.5Fin,5,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Gd,TA,6,0,NA,1980.0,NA,0,NA,0,0,5,WD,Normal,94000,2820,1.0,Yes,14
20,RL,69.0,9819,IR1,Lvl,Inside,Mitchel,Norm,1Fam,1Story,6,Gable,Plywood,ImStucc,None,0.0,TA,TA,PConc,TA,Gd,5,2,Attchd,1977.0,RFn,2,TA,264,32,5,WD,Normal,196000,4701,3.0,No,32
30,RL,98.0,8731,IR1,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,Gable,Stucco,Stucco,None,0.0,TA,Fa,BrkTil,TA,TA,6,1,Detchd,1972.0,Unf,2,TA,0,0,5,WD,Normal,144000,3249,1.0,Yes,57
20,RL,60.0,7350,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,4,0,Detchd,1988.0,Unf,2,TA,0,0,6,COD,Abnorml,139000,2856,2.0,No,57
60,RL,69.0,10304,IR1,Lvl,CulDSac,NWAmes,PosN,1Fam,2Story,5,Gable,Plywood,Plywood,BrkFace,44.0,TA,Gd,CBlock,Ex,Gd,9,1,Attchd,1976.0,Unf,2,TA,448,96,10,WD,Normal,197500,4516,3.5,No,33
60,RL,77.0,9965,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,Hip,VinylSd,VinylSd,Stone,340.0,Gd,TA,PConc,Ex,Gd,11,1,BuiltIn,2006.0,RFn,3,TA,125,144,4,New,Partial,424870,7122,4.0,Yes,0
20,RL,69.0,9000,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,5,0,NA,1980.0,NA,0,NA,0,24,7,WD,Normal,80000,3018,1.0,No,49
190,RL,60.0,12180,Reg,Lvl,Inside,Edwards,Norm,2fmCon,1.5Fin,4,Gable,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Fa,5,0,Detchd,1941.0,Unf,1,TA,0,0,7,WD,Normal,80000,2520,2.0,Yes,60
50,RM,52.0,6240,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Ex,TA,8,1,Detchd,1928.0,Unf,1,TA,0,0,8,WD,Family,149000,4194,1.0,Yes,56
20,RL,69.0,11200,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,TA,Gd,5,1,Attchd,1985.0,Unf,2,TA,165,26,5,WD,Normal,180000,3894,3.0,No,21
70,RL,75.0,12000,Reg,Bnk,Inside,Crawfor,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Ex,Fa,7,1,Attchd,1941.0,Unf,1,TA,0,0,7,WD,Normal,174500,3832,1.5,Yes,59
50,RM,69.0,5700,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,7,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,5,1,Detchd,1982.0,Unf,1,TA,0,0,8,WD,Normal,116900,2794,1.0,Yes,58
70,RM,50.0,9000,Reg,Lvl,Inside,OldTown,Artery,1Fam,2Story,7,Hip,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Ex,TA,7,0,Detchd,1930.0,Unf,2,TA,0,0,7,WD,Normal,143000,3614,1.5,Yes,21
20,RL,57.0,8280,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Ex,Gd,4,1,Attchd,1950.0,Unf,1,TA,0,0,11,WD,Normal,124000,2796,1.0,No,57
20,RL,134.0,17755,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Gable,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,Fa,6,2,Attchd,1959.0,Fin,2,TA,0,140,11,WD,Normal,149900,4398,1.5,No,47
20,RL,90.0,14115,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6,Gable,Stone,Stone,None,0.0,TA,TA,PConc,Ex,Ex,6,1,Attchd,1956.0,Fin,2,TA,0,0,7,WD,Abnorml,230000,4695,1.0,Yes,2
30,RM,69.0,5890,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,Ex,TA,5,0,Detchd,2002.0,Unf,1,TA,0,0,6,WD,Normal,120500,2448,1.0,Yes,1
60,RL,69.0,13700,IR1,Lvl,Inside,NAmes,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,Gd,8,2,Attchd,1965.0,Unf,2,TA,60,84,5,WD,Normal,201800,4504,2.0,Yes,20
20,RL,90.0,10768,IR1,Lvl,Corner,Veenker,Norm,1Fam,1Story,5,Gable,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,TA,Gd,6,1,Attchd,1976.0,RFn,2,TA,0,21,7,WD,Normal,218000,4311,3.0,Yes,3
80,RL,85.0,9350,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,Gable,BrkFace,BrkFace,None,0.0,TA,Gd,PConc,Gd,Gd,6,1,Attchd,1965.0,RFn,2,TA,0,92,10,WD,Normal,179900,3749,2.5,Yes,9
120,RL,34.0,5001,IR1,Lvl,Inside,NridgHt,Norm,Twnhs,1Story,7,Gable,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Ex,Gd,6,1,Attchd,2008.0,RFn,2,TA,172,62,7,WD,Normal,230000,3942,3.0,Yes,1
20,RL,92.0,11932,Reg,Lvl,FR2,Somerst,Feedr,1Fam,1Story,8,Gable,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Ex,Gd,7,0,Attchd,2008.0,RFn,3,TA,0,24,6,ConLD,Partial,235128,4740,2.0,Yes,0
60,RL,76.0,9120,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,6,Hip,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,Gd,8,1,Attchd,1974.0,RFn,2,Gd,0,69,7,WD,Normal,185000,4653,2.5,No,34
160,RL,24.0,2280,Reg,Lvl,Inside,NPkVill,Norm,Twnhs,2Story,6,Gable,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Fa,TA,7,1,Attchd,1978.0,Unf,2,TA,26,0,7,WD,Normal,146000,3767,2.5,No,32
20,RL,69.0,14778,IR1,Low,CulDSac,Crawfor,PosN,1Fam,1Story,6,Hip,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,Ex,Gd,7,1,Detchd,1993.0,Unf,2,TA,108,0,11,WD,Normal,224000,4576,2.0,Yes,2
20,RL,109.0,8724,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,5,1,Attchd,1968.0,Fin,2,TA,0,0,5,WD,Normal,129000,2682,1.0,No,39
90,RL,60.0,12900,Reg,Lvl,Inside,Sawyer,Feedr,Duplex,SFoyer,4,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,6,0,CarPort,1969.0,Unf,2,Fa,120,0,1,WD,Alloca,108959,3714,3.0,No,39
80,RL,69.0,16157,IR1,Lvl,FR2,Veenker,Feedr,1Fam,SLvl,5,Gable,Plywood,Plywood,None,0.0,TA,TA,PConc,Ex,Gd,5,1,Attchd,1978.0,Unf,2,TA,168,180,6,WD,Normal,194000,4224,2.5,No,29
20,RL,79.0,9541,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Ex,Gd,7,0,Attchd,2009.0,RFn,2,TA,0,114,9,New,Partial,233170,4506,2.0,No,0
20,RL,64.0,10475,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Ex,Gd,7,0,Attchd,2008.0,RFn,3,TA,160,33,2,WD,Normal,245350,5082,2.0,No,2
60,RL,58.0,10852,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,7,1,Attchd,2000.0,Fin,2,TA,0,38,2,WD,Normal,173000,4301,3.5,No,6
70,RL,120.0,13728,Reg,Lvl,Corner,Edwards,Norm,1Fam,2Story,6,Hip,Stucco,Stucco,None,0.0,TA,TA,CBlock,Ex,Gd,7,2,Basment,1935.0,Unf,2,TA,0,0,7,WD,Normal,235000,5343,2.0,Yes,22
80,RL,76.0,9880,Reg,Lvl,Inside,Mitchel,Norm,1Fam,SLvl,6,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,6,1,Attchd,1977.0,Fin,1,TA,203,0,7,WD,Normal,171000,3332,2.0,No,31
20,RL,76.0,9120,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Ex,TA,6,1,Attchd,1958.0,RFn,2,TA,0,0,11,WD,Normal,163000,3783,2.0,No,50
160,FV,35.0,4017,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Ex,Gd,5,0,Detchd,2006.0,Fin,2,TA,0,54,3,WD,Normal,171900,3125,2.5,Yes,1
50,RL,138.0,18030,IR1,Bnk,Inside,ClearCr,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Ex,12,1,NA,1980.0,NA,0,NA,122,0,3,WD,Normal,200500,7291,3.0,Yes,13
70,RL,80.0,16560,IR1,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,9,1,Detchd,1932.0,Unf,2,TA,0,0,7,WD,Normal,239000,5642,2.5,Yes,56
50,RL,85.0,10678,Reg,Lvl,Inside,NoRidge,Norm,1Fam,1.5Fin,8,Hip,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Ex,Gd,9,1,Attchd,1992.0,Fin,2,TA,0,33,4,WD,Normal,285000,7427,2.5,Yes,7
20,RL,37.0,6951,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,5,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,5,0,Attchd,1984.0,Unf,1,TA,362,0,10,WD,Normal,119500,2722,2.0,Yes,23
50,RM,69.0,3950,Reg,Bnk,Inside,OldTown,Artery,1Fam,1.5Fin,6,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,5,0,Detchd,1926.0,Unf,1,TA,0,0,12,WD,Normal,115000,3266,1.0,Yes,5
50,RL,54.0,7681,IR1,Lvl,FR2,Crawfor,Norm,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Ex,TA,7,1,Detchd,1921.0,Unf,1,Fa,192,0,7,WD,Normal,154900,3417,1.5,Yes,59
20,RL,77.0,8335,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,Gd,TA,5,1,NA,1980.0,NA,0,NA,0,36,4,WD,Normal,93000,2248,1.0,No,52
60,RL,69.0,11170,IR2,Lvl,Corner,Timber,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,None,0.0,TA,TA,Wood,Ex,TA,8,0,Attchd,1990.0,Fin,2,TA,0,0,4,WD,Normal,250000,6244,2.5,Yes,15
120,RM,64.0,5587,IR1,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,Hip,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,Gd,5,1,Attchd,2008.0,Fin,2,TA,162,53,11,New,Partial,392500,4904,3.5,No,0
30,RL,60.0,10800,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,Hip,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Ex,TA,5,1,Detchd,1970.0,Unf,2,TA,229,0,6,WD,Normal,120000,3380,2.0,Yes,56
20,RL,50.0,35133,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,5,Hip,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,Gd,TA,5,2,2Types,1963.0,RFn,3,TA,0,263,5,WD,Normal,186700,4716,2.5,No,44
50,RL,60.0,9738,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,Gable,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,Gd,TA,7,0,Attchd,1965.0,Unf,1,TA,0,0,3,WD,Normal,104900,3226,2.0,Yes,56
190,RL,107.0,10615,IR1,Bnk,Corner,OldTown,Artery,2fmCon,2Story,3,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,7,0,CarPort,1920.0,Unf,2,Fa,0,74,8,WD,Abnorml,95000,4376,3.0,Yes,39
20,RL,89.0,12461,Reg,Lvl,Corner,NoRidge,Norm,1Fam,1Story,8,Gable,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Ex,Gd,5,1,Attchd,1994.0,RFn,3,TA,0,114,7,WD,Normal,262000,4872,3.0,Yes,11
60,RL,68.0,8935,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Ex,Gd,7,0,Attchd,2002.0,RFn,2,TA,144,68,7,WD,Normal,195000,4151,2.5,No,7
60,RL,60.0,7500,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Gd,7,1,Attchd,1999.0,Fin,2,TA,140,60,6,WD,Normal,189000,4602,2.5,No,11
190,RL,69.0,32463,Reg,Low,Inside,Mitchel,Norm,2fmCon,1Story,4,Gable,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,Ex,TA,7,1,2Types,1975.0,Fin,4,TA,439,0,3,WD,Normal,168000,4493,2.0,Yes,32
160,FV,24.0,2645,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,Gable,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Ex,Gd,5,0,Detchd,1999.0,Unf,2,TA,206,0,11,WD,Normal,174000,3658,2.5,Yes,7
50,RM,60.0,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,Gambrel,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Gd,6,0,Detchd,1925.0,Unf,1,TA,0,0,7,WD,Normal,125000,3646,1.0,Yes,13
120,RM,69.0,4500,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,Hip,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,5,0,Attchd,1999.0,Fin,2,TA,0,304,6,WD,Normal,165000,3672,3.0,No,10
60,RL,80.0,9364,Reg,Lvl,Corner,Sawyer,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,7,0,Attchd,1969.0,Fin,1,TA,379,36,3,WD,Normal,158000,3367,1.5,No,41
60,RL,51.0,8029,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,8,0,Attchd,2005.0,Fin,2,TA,100,24,7,WD,Normal,176000,3640,2.5,No,3
60,RL,58.0,14054,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,9,1,BuiltIn,2006.0,Fin,3,TA,100,17,11,New,Partial,219210,4605,2.5,No,0
75,RM,65.0,8850,IR1,Bnk,Corner,OldTown,Norm,1Fam,2.5Unf,7,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Ex,TA,7,1,Detchd,1916.0,Unf,1,TA,0,0,7,ConLw,Normal,144000,4195,1.0,Yes,56
20,RL,70.0,9100,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,6,0,Attchd,2001.0,RFn,2,TA,356,0,6,WD,Normal,178000,3636,2.0,No,8
20,RL,75.0,11235,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,4,Gable,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,Gd,TA,6,1,Attchd,1974.0,Unf,2,TA,0,82,10,WD,Normal,148000,3815,1.5,Yes,27
20,RL,71.0,9353,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,5,0,Attchd,1972.0,Unf,1,TA,0,0,7,Oth,Abnorml,116050,2592,1.0,No,36
60,RL,80.0,10400,Reg,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,6,0,Attchd,1998.0,RFn,2,TA,198,36,3,WD,Normal,197900,4424,2.5,No,11
50,RM,50.0,6000,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Ex,TA,5,1,Detchd,1960.0,Unf,1,TA,0,0,5,WD,Normal,117000,3580,2.0,Yes,12
20,RL,75.0,9750,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Ex,Gd,6,1,Attchd,2000.0,Unf,2,TA,74,234,10,WD,Normal,213000,4890,2.0,Yes,8
20,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Ex,TA,6,0,Attchd,1975.0,RFn,2,TA,0,88,7,WD,Normal,153500,3204,2.5,No,31
20,RL,90.0,14684,IR1,Lvl,CulDSac,SawyerW,Norm,1Fam,1Story,7,Hip,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,Gd,7,1,Attchd,1990.0,RFn,3,TA,84,70,6,WD,Normal,271900,6550,2.0,Yes,18
20,RH,69.0,8900,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,4,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,5,0,Detchd,1966.0,Unf,1,TA,0,42,11,WD,Normal,107000,3168,2.0,No,40
20,RL,70.0,9135,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Ex,Gd,7,0,Attchd,2003.0,RFn,2,TA,192,23,5,WD,Normal,200000,5082,3.0,No,3
20,RL,70.0,7763,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,6,0,Detchd,1980.0,Unf,2,TA,0,0,10,WD,Normal,140000,3497,2.0,Yes,28
20,RL,85.0,10182,IR1,Lvl,CulDSac,Somerst,RRNn,1Fam,1Story,8,Hip,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,Gd,8,1,Attchd,2006.0,RFn,2,TA,322,50,5,New,Partial,290000,4980,3.0,No,0
60,RL,70.0,11218,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,Gd,8,1,Attchd,1992.0,RFn,2,TA,635,104,5,WD,Normal,189000,4745,2.5,No,18
50,RL,152.0,12134,IR1,Bnk,Inside,Gilbert,Norm,1Fam,1.5Fin,8,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Wood,Gd,TA,8,0,Basment,1988.0,RFn,2,TA,325,12,6,WD,Normal,164000,4063,2.0,Yes,5
30,RL,50.0,9340,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,4,0,Attchd,1941.0,Unf,1,TA,0,113,8,WD,Normal,113000,2016,2.0,Yes,59
80,RL,69.0,10246,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,SLvl,4,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Ex,TA,3,0,Attchd,1965.0,Unf,1,TA,88,0,5,WD,Normal,145000,2568,1.5,Yes,5
85,RL,69.0,10205,IR1,Lvl,Inside,NAmes,Norm,1Fam,SFoyer,5,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,6,0,Attchd,1962.0,Unf,1,TA,150,72,5,WD,Normal,134500,2923,2.0,No,44
20,RL,99.0,7094,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,5,0,Detchd,1966.0,RFn,1,TA,0,0,5,WD,Normal,125000,2682,1.0,No,41
90,RM,68.0,8930,Reg,Lvl,Inside,Sawyer,RRAe,Duplex,1.5Fin,6,Gable,VinylSd,VinylSd,None,0.0,TA,TA,Slab,TA,TA,8,0,Attchd,1978.0,Unf,2,TA,0,0,4,WD,Normal,112000,3804,2.0,No,32
20,FV,72.0,8640,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Ex,Gd,6,0,Attchd,2009.0,RFn,2,TA,135,112,9,New,Partial,229456,3928,3.0,No,0
